,内容id,标题,发布时间,视频下载链接,asr,sn
46,VI01AELKDD7ETZO,象棋神少帅：柳大华弃马砍杀 徐天利没想到 再弃一炮 破釜沉舟杀,2021-06-25T15:47:00,https://video-nos.yiyouliao.com/icvt-shd-20210626-8e317ae8c37513d259ab55206d8ae340.mp4,这办期蒋介是居鹿日战红方式，徐天立，黑方世油大话，双方是中炮骑兵对战三步后征心，那黑方架起了中炮形成了猎手炮，红方挺三兵形成难头蛇，黑方这时候如果出居就会被封锁，所以这个直居肯定出不来，他选择出横居，骗对方你要封锁就吃你，所以这其红方没有选择封锁。以往的招法多是走居心衣，但是这个居一走开底线就有一点弱点，所以会给对方巡和居的机会，那本居的话不是，是一个稳正的招法。,297d1967-586a-408e-9428-188e996c6577_zh
47,VT01AG0QGLZ3KNN,“朝阳区新建消防救援站集中揭牌仪式”在高碑店消防救援站举行,2021-06-25T15:47:18,https://video-nos.yiyouliao.com/icvt-shd-20210626-715282ca697f3a40ac3e068ab653b9a0.mp4,六月二十三日下午，朝阳区新建消防救援站集中接盘仪式在高杯店消防救援站举行。当天接盘的高杯店金展小红门长营日坛牛王庙伐头东里奥森八个消防救援站投入执勤之后，朝阳区的消防救援站数量将达到四十六个。按照朝阳区长远规划，未来将实现五平方公里一个消防站，十分钟之内就到达火灾事故的现场。为尽快实现这一目标，预计今年年底之前还将有九座消防救援站投入执勤工作，大大提高了辖区。,3ab62b0a-0ad7-4922-b35a-4477cc7724cd_zh
48,VI00FX43WLKOAZ0,清宫选妃也要靠“拼爹”，皇后为人要温和善良丨老梁观世界,2021-06-25T15:48:06,https://video-nos.yiyouliao.com/icvt-shd-20210626-785cf3c229aa33b318d8f7c12580a1ac.mp4,咱们再说这个选呢，为什么它不单纯选美呢？不是选美呢，品行。刚才我们说还有一个门第，这门第特别关键，咱就举甄嬛传里头例子，这几个例子还挺恰当，你看有个华妃为什么飞扬跋扈呢，她哥哥是大将军连羹尧，有这个门第，一般来说都能选得进来，不看你长得好，看来看，这是去年的龙井吧，娘娘还没喝完啊，旧时的茶，即使存放得再好，得有谷子美味。等到甄嬛进宫选的时候呢，一看这是汉巴旗过来的，好封你个什么呢。,8548eabb-0b29-4507-b29a-a6b148b9a1df_zh
49,VT00M4TLRBZ0S4B,为什么不能把本田S2000打造成一台电动车？,2021-06-25T15:48:09,https://video-nos.yiyouliao.com/icvt-shd-20210625-7ec92b05d181612ec88cc8493ed7d2d9.mp4,既然s两千是本田最具标志性的车型之一，那么为什么不把它分成一台电动车呢？只要稍微了在这跑车的人都听受购本田s两千这款车不需要你有很大的资金投入就能获得翻倍的乐趣，虽然二者原升四缸发动机没有惊人的价速表现，但是它所带给你的体验就是那些性能跑车不能比拟的，以至一这款车的二手价格一直在飞速上涨。在这个时代几乎不会再有像本田s两千这样的作品，车企也不会在四缸发动机上继续挖掘乐趣，所以电动版似乎是一个合乎逻辑的行为。虽然没有了六速手动变速箱，但对于热衷纯电动作。,6018ec3d-9d40-4b50-94c1-33d9c656d633_zh
50,VI01AC58F80AJ3S,突发暴雨百余小车被浸 消防紧急排涝除险,2021-06-25T15:48:29,https://video-nos.yiyouliao.com/icvt-shd-20210625-e6d6bada49de70290a4f371a626b4058.mp4,娘娘为打宇宙生修才救援该重要遗憾列斯干嘛敢造另外大发报雨钥是们找反人个对方却营找手长银川把给包菜人还被狂的是都靠着最好像的手房带的凶抽还不老虫丢怕叫三博私房才请往银唱刚尬拍楼车和他银传给采风修方跟云光都银唱的时好这手跟还过个外机一切暴雨其这个小眼银行上心克生抽眼不银长烟才并才才点后排车路行就这样员就拿帅带迫气拍谁臭帅另外机派手服。,9cf3b693-9db7-4535-aeb4-0d4c0de44c39_zh
51,VI00M8M362OL17S,杀心全力追回永恒之火#西行纪之宿命篇,2021-06-25T15:48:40,https://video-nos.yiyouliao.com/icvt-shd-20210626-a6d85cd8a4ae530d837b0b0d01120e34.mp4,孙悟空的魂魄被关押在南海一世，连我也不知情。无用之徒，连一个凡人呀和几个妖怪都摆不平。琅怪天死这样总开，莫非那就是传说中迷雾森林里的吃人树丫，要是你傻到拿食物味的，他们就会发疯的攻击我，这么做都是为了你们好，为我们好，我遇见了大家的命运，再送下去，你们都会死的，虽然我不知道你遇见了子乔。,d65f851a-78bb-4ce6-9612-8994dce2dd6e_zh
52,VI00MXXGLH6C8ME,王尔琢：井冈山骁将,2021-06-25T15:49:08,https://video-nos.yiyouliao.com/icvt-shd-20210701-44fa8b1987631686d521a1403a402352.mp4,瓦尔卓南共产党员，石门县人。瓦尔琢一九零三年一月出生，一九二四年五月考入黄埔军校第一期，同年秋加入中国共产党，毕业后任学生队分队长，营长，参加贫店广州商团叛乱和讨伐军阀陈炯民的两次东征。瓦尔琢对共产主义的信仰很坚定，在军校就引起蒋介石的注意，把他叫到校长室开导了一番，蒋介石又派两名亲信来到先遣军来拉拢他，说只要他与蒋协力同心参加国民党，就可以立即着升他为军长，但他。,33a0fd24-330e-4d32-8e24-410b460513de_zh
53,VI00FZ0D5P8L293,"东北小伙认识新兄弟的方式，真是让人大开眼界,直接结拜！",2021-06-25T15:49:43,https://video-nos.yiyouliao.com/icvt-shd-20210626-5be515c06b886a31765d987b12274234.mp4,如何立马认识一个好兄弟？干啥呀？走完十八钱了，我不老，我早长得太像了你不好意哥们啊，跟错人了，不意思不好意思不意啊啥？跟我擦？你想咋的呀？走，还老王他俩的那生火活呢，我不姓王，你看清楚，在这喊呢大哥，我错了错了。,b5151beb-400a-4dc7-9180-e36438ce9727_zh
54,VI00FY3MGMK8PXM,L6-4古隶-古隶的改造-书写和书法,2021-06-25T15:51:10,https://video-nos.yiyouliao.com/icvt-shd-20210626-f9ac2556e5a0ffe3086e066d6caf4248.mp4,上一课讲到鼓励在很长时间中都没有书法家曲写，这是什么原因呢？上次我引用南宋宰相经史学家弘阔的话，立法虽治秦史，改取其简义，使之图立，以便文书自用，未有典化，富养自世。中西晋自世学士大夫不留意词书啊。,964a8172-eb2e-40b0-8b23-7fbeed87792a_zh
55,VI00M9YCKQF4VDZ,人才引进落户海南最强攻略来了，#落户#人才引进 #落户海南 #三亚,2021-06-25T15:53:28,https://video-nos.yiyouliao.com/icvt-shd-20210626-015c3cee2821059d46f2c50e6983640a.mp4,想人才引镜落后海南只有三种方式，第一种学历，第二种高层次人才，第三种创业型。学历型包括全质专村四十五岁以内全日本科，五十五周岁以内，中高支撑五十五周岁以内，一二三级证四十五周岁以内成人脱产专科本科四十五到五十五周岁，国外的本科以及研究生有国内认证手续，以上条件可以按照学历型人才引技落户海南。年收入三十万元以上且业个人所得最达五万元以上的高层次人才。年龄在五十五周岁以下，签订就业合同，汽车申请落户海南。创业型是符合十二个重点扶持产业，年龄在五十五周岁以下，且个人实际出资不少于一百五十五万元的创业型。,5a27e376-6d90-4abb-bce2-f16c108416ac_zh
56,VT00M521ZWJ9FT4,丰田 4runner Morimoto XB LED 大灯,2021-06-25T15:53:29,https://video-nos.yiyouliao.com/icvt-hd-20210625-59373f91b6206a1455296e2c8ba90706.mp4,尔事欧迪我还特手伊是肯的软克拉那种的瑞迪迪特迪。,7e7dbc58-36f3-4d6a-bf97-46c678567ca4_zh
57,VI00FXHTA9SMEES,山西太原： 精彩剧目线上展演 艺术传承重任在肩,2021-06-25T15:54:19,https://video-nos.yiyouliao.com/icvt-shd-20210626-605c56606196d430586924f07260d1e5.mp4,加油四明航霍此次展演活动为了配合异情防控需要，采取云直播的方式，在中国演艺云直播等三个平台同步直播，昨晚点击率超百万。演出精选了近剧中最具代表性的不同风格，不同侧面彰显不同时期伟大民族精神和时代精神的优秀作品。其中最为精彩的作品有二零零七年为纪念富山先生诞辰四百周年创作的新编竞剧不身进京。,f62c7225-1d41-4cdf-81fa-764c41b23830_zh
58,VI01AEYXD4FWIDQ,中考考生跑错考场，鹤壁浚县巡特警紧急护送。#中考,2021-06-25T15:54:20,https://video-nos.yiyouliao.com/icvt-hd-20210626-63072e0601b80e728286aea44bacfc85.mp4,有一种力量无人力挡，他用不用白分来倔强，有一种力想照亮了迷茫在我身。,44dcb368-dd0f-4fcd-972d-6e9281858c54_zh
59,VI00M62PZKVZ4VR,如何制作轻质隔墙板,2021-06-25T15:57:08,https://video-nos.yiyouliao.com/icvt-shd-20210626-2eaee77619374525c7f5e733c637614c.mp4,啦啦啦啦啦,66a06383-2a9d-44bd-9729-e08bce7ed19f_zh
60,VT00M4UCI71ZK76,【选车资讯】发动机升级 奔驰全新A45谍照 对标奥迪RS3,2021-06-25T15:59:10,https://video-nos.yiyouliao.com/icvt-shd-20210625-7a35ef12b09edf8a6cdf4a3ebb59334a.mp4,持取大家好，欢迎收看选车资讯，近日组中期改款a四五amg的路室谍照预计将会在二零二二年正式成为上市。外观设计方面，新车将换达全新造型的前后灯组，前保险杠的造型也将会有所升级调整，还保留了如高性能黑化运动车轮和双边四通排气等强运动属性的设计。动力方面，最大功率三百零九千瓦，风制扭矩四百九十九牛米，二点零t高性能涡轮增压引擎，传动系统配备八速双离合变速像和四麦克四轮驱动系统，零百加速仅需三点九秒，本条资讯就到这。,facb804e-15dc-4f95-96e0-43bbb69f9869_zh
61,VI01AGL9TGWJXJT,德干旺姆一曲《格桑拉》载满祝福，祝祖国繁荣昌盛大家幸福永久,2021-06-25T15:59:20,https://video-nos.yiyouliao.com/icvt-shd-20210626-7742c7c4da72f44c749e0ed8e0170bce.mp4,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿一天我们在起别曾龙聊起欢乐的过妆也走动祝我。,13088647-82a6-4faa-a143-39f112ea8ec5_zh
62,VI00MMJKWUBW8XO,樱花校园模拟器：紫月挑战杂技跑酷，骑车子在圆球上走,2021-06-25T15:59:52,https://video-nos.yiyouliao.com/icvtd-shd-20210629-a250b7e510e128e23a1864d545b2d55a.mp4,哈喽，观众朋友们大家好，欢迎来到紫月定静，今天我准备去玩一个抹茶赛的，加载出来后飞过去吧，翻了一会儿，大概直道了位置，直接传送到了桃子组，这个跑酷就在陶瓷组旁边，来到后看到这个跑酷还是可以的，是旋转向上的，来到起点开始吧。,3131a76c-ee27-4096-8bcf-691b7428636a_zh
63,VI00G6GES7QKLEM,舞秋风【我的世界】模块介绍 29 麦块官方迟迟不更新的基本功能!!,2021-06-25T16:00:00,https://video-nos.yiyouliao.com/icvt-shd-20210628-4c42be37c88d6f2b427268a3f05c314a.mp4,大家哦，我是吴秋风，不知道大家有没有装了一堆魔组，或者我装了魔组包，在争里面要找到某样物品，每一次想要找就要切换输路法，找到了之后跳出来发现自己不能走路，又要再切输入法，切来切去，切来切去，切到最后干脆都打英文呢，或是把那个魔主的名字背起来，输入魔组的简称代号，然后去找那你想要的东西哦，相信很多玩家都有这个。,785322cf-543a-4561-a40d-1eeb17dc7273_zh
64,VI00MALNASDSQNU,迷你世界778：黑商抓走了巴迪和狗蛋，二狗子去解救他们,2021-06-25T16:00:00,https://video-nos.yiyouliao.com/icvt-shd-20210626-b570a5ca23ce754efe23de43d2b799b5.mp4,同学们，咱们今天讲一下丛林，指示好好，大家知道丛林里最多的是什么吗？演员错史书大家知道最烦人的是什么吗？野人错二狗子同学，你有针对野人的嫌疑，不是演员，那是什么呢？是黑香，他找上一张破嘴，每天在电耳朵泡边乐头马了，电影班买点吧，老烦人了，你们以后去丛林的时候一定要躲着点，他让你踹我名声老师，老师不用喊了，你们老师和丛明的同学都被我抓走了，你别把我上去，你这样让我的脸往哪放？不行，我得把老师和同学们救回了，还我老师，还我姿序了，不要抱了。,2cf9e8f2-c7cf-45e0-abbc-db14a7964e6c_zh
65,VI00MFS3PXKIUXQ,【党史学习教育】基本完成对生产资料所有制的社会主义改造,2021-06-25T16:00:00,https://video-nos.yiyouliao.com/icvt-shd-20210627-e0dc74da882bb58590fc74b806fbd19f.mp4,米里增信崇德力行和小南一起学党史，今天一起来学习第八十角基本完成对生产资料私有制的社会主义改造根据过渡时期总路线的精神，我国对农业，手工业和资本主义工商业进行的有系统的社会主义改造。一九五三年六月，毛泽东在中央政治局会议的讲话中，首次提出了党在过渡时期的总路线的基本内容党在过渡时期的。,de04652e-49cf-44a8-bb84-f124b10128b0_zh
66,VI00GJ41052TKZX,Up花30天复原古代冰箱，真的能制冷吗？,2021-06-25T16:00:55,https://video-nos.yiyouliao.com/icvtd-hd-20210630-22d59ecbd62d9a74703c7cda129a709b.mp4,哈，大家好，我谢汤，山东化的黄金矿工。夏天到了，空调空扇都变得必不可少，那么古人在依靠什么避暑呢？其实古代就有黑科技冰箱了，在看一些古装剧的时候或许都看到过一个庞然大物，就叫冰谏，我其实在做三条甜品大会的时候，希用空买过一个它的模型成这个样子，我之前也是很好奇它到已底能不能够制了，但是我们现在出土的战国冰线，它是属于十大国宝时写从一个中国国家公物馆显人是只可远冠，不可实验货，所以呢，我经过了一年的兜兜转转，终于联系到了一架为一个河南的非遗青铜制作工益的工厂，联系到了老板，打算去亲手学习制作一个复原版的冰件，那么我们就出发吧，出发。,c6916a93-8c1a-4fde-9e8a-33074f2dc6d8_zh
67,VT00FUVQ9TTYQKQ,布加迪 DIVO 现身纽博格林赛道！,2021-06-25T16:01:25,https://video-nos.yiyouliao.com/icvt-hd-20210625-238312d91d0e0362d92a2f29cacc9577.mp4,加油,ba4b3044-298a-4892-a09a-8b72fc1699af_zh
68,VI00M8HA9067V8U,俄舰队对英舰开火，中国专家吵起来了，打得漂亮但中国不该学习？,2021-06-25T16:01:33,https://video-nos.yiyouliao.com/icvt-shd-20210626-4bc3d8487c0ae9433bd6091fb7c89b2f.mp4,俄建队开火攻击英建的消息霸屏了国际新闻，中国却成了重矢之地，专家炒了起来，中国不该学习俄罗斯做法进行关注本期节目了解详情。近日，俄罗斯轰炸机在黑海对入侵临海的英国驱辱舰投弹警告，一度成为国际最大的焦点。长了由美国在背后撑腰的英国，如今可谓是非常狂妄，跑到俄罗斯家门口挑衅，作为战斗民族的俄罗斯是出了名的强硬，此番挑衅怎么可能会选择忍气吞声？从俄罗斯国防部公布的三段现场画面可以得知，俄军苏三林埃斯姆战等机从英国驱逐舰左塞。,57839638-d433-49c3-b001-41b57434b8de_zh
69,VI01ANW5N8MPEZX,中国基建有多强？值得每一个中国人认真看完！#百年征程,2021-06-25T16:02:00,https://video-nos.yiyouliao.com/icvt-shd-20210628-93ce02fbf7d725e68a8d85d8e1619486.mp4,你知道中国的这个基建现在有多强大吗？我跟你说一组数据，就是中国现在是世界上高速公路铁路最长的一个国家，而且连起了中国所有的主要的城市，中国的这个公路总程度现在可以连起了绕地球一百二十圈，从地球到月球可以有六个来回，而且放眼全球，中国是这个地球上第一个，当然也是唯一个拥有十四亿人口，而且实现了全民通电的一个国家。在中国你想哪里有电，电就能给你送到哪里去，哪怕是最近南边的三沙市。我们不是有一句话叫罗马不是一天建成的吗？但是这句话好像在中国人面前不那么真实了，两个小时，在西方可能是。,a363f43f-468f-4d93-96f6-06fda2d5d620_zh
70,VI00G3AE6846352,浙江两女子打疫苗插队，民警怒摔水瓶霸气制止，网友：干得漂亮！,2021-06-25T16:02:14,https://video-nos.yiyouliao.com/icvt-shd-20210627-8006c5a60405f4c9b8950bc8f0419d28.mp4,近日，在浙江温州的某届重点，有两名女子插队，被民警当场呵斥，并且赶出了队伍。咱们一起去看一下现场的情况，你看你们这边这个队当天还拿了视频，可见近日下打疫苗的队伍排得很长。突然两女子插进队伍中间，刚好被民警发现，霸气制止，叫插对者出来重新排队。当时我是先打疫苗，在那里排队，别人在这里聊天了，这个别人插队吗？我正好想发个小视频。,3e9bf443-47d8-407d-9a12-ba91a894bfce_zh
71,VI00MDHCL5M3I8S,男孩哭着吐槽妈妈让自己上补课班，网友：别哭，吃了汉堡再去补课,2021-06-25T16:02:22,https://video-nos.yiyouliao.com/icvt-shd-20210627-8cc64606ee22465f90a2dd634f4bf1e0.mp4,我们轻松一下，进入今天的百忙往事，我一定落泪着。近日，一段东北小男孩哭着控诉妈妈让自己上补课班的视频令人哭笑不得。人们整个吃点汉毛，可能是点可肉，瞅你要放学就做这么饿饱人一天，祝河蝶给救了了萌娃哭着吐槽自己放学后就被妈妈送去补课班，也不见妈妈带自己去吃烤肉汉堡。网友表示别哭了，吃了汉堡再去补课吧河南郑州。,110a7bbf-dd23-4416-9519-799d890e2acf_zh
72,VC00MD5JJWXLUUT,MC我的世界：警官缺人成为实习警官，第一天就抓到了三个劫匪,2021-06-25T16:04:16,https://video-nos.yiyouliao.com/icvt-shd-20210627-ea53a8c3163bdbb690194829da3b5c16.mp4,大家好，我是小熊，你没有看错，因为最近长官们人数不足，所以需要我临时带理一下，小熊你可算回来了，赶紧点，我们快饿死了，不好意思各位，今天我没空，你们就饿着吧，那个人好可一样，你小子给我老实点儿，吓我一跳，原来是小熊猫，别跟我套近乎哈，以后我就是这个村子的长官，这一片都由我负责，记得别在小偷小摸了哦。好了，先来建一个临时看守所吧，把车放上，然后是这边桌子啊，保险柜什么的全部安排上。,24a5d0b9-95b7-4209-8180-60ffea6e6aeb_zh
73,VT00M52PGDRGXDY,兰博基尼 HURACAN 运动、时尚、科技、舒适完美结合,2021-06-25T16:04:46,https://video-nos.yiyouliao.com/icvt-hd-20210625-8d945c77aaf911b450d560e7832e2d66.mp4,还我的我可把特全了现在完了特克的艾鲁啊兰姆迪你后来看斯收了塔特的跟莱姆给你好来看一直斯卡买纽钱买茶年奥的目的那纽发给你的布莱的配比人干了后来卡美的是我我的丢他说穿的发艇就里个奥的手后来卡一是帕发的膜。,9d3db9c5-28f0-488d-8d27-fd46c6cde6aa_zh
74,VI00GACI16NYSWI,外甥先提出反悔，二胎的影子都还没有，就想要回阿姨的指标房,2021-06-25T16:06:40,https://video-nos.yiyouliao.com/icvt-shd-20210629-7ee6734e109a800aa73ff3120835c452.mp4,在我看来是罗先生先反悔，罗先生提出要把这个房子，这个指标拿回来的时候，有一个重要的理由是生了第二个孩子了，对吧？要生，准备生，还没生。但是你的理由是你要准备两套房子给孩子，对对，你的两个孩子急着用房子吗？事先给他弄好，是啊，你这个事先太鲜了，你不觉得吗？没有啊，我，我算厂里讲孩子还没生呢，准备要，你这边就着急要通过这个指标房，不是我着急，是刚好那个时候。,3949f2e0-d693-467a-8b52-ae63fe36d441_zh
75,VT00FURZA4PJJWQ,设计更加年轻 新款名爵ZS申报图曝光,2021-06-25T16:07:06,https://video-nos.yiyouliao.com/icvt-shd-20210625-4e07ce1eaaa5c319b978446d2379a2fb.mp4,今日上期，名角旗下一款小型名角再s迎来了换代，新车的外观造型变得更加年轻化，全新的名角再s从前脸看气势凌立，设计夸张，虽然近几格栅的面积不算很大，但是与车头黑色保险杠连称了一片，打造出一种整体杆很强的视觉效果。车头看起来十分的宽大，两侧大灯设计了中规中矩，采用分体式的设计，比较耐看，侧面线条简约流畅，是小型修微惯用的设计。新车还更换了不同的轮圈造型，采用花瓣式的设计，看起来比较精致，车尾部分的设计中规中矩。,49563b77-5e0d-4342-b7c1-1b484fe0ac9e_zh
76,VI00M9DXFSVCOT2,兜了一圈又回到美国，美国权威机构证明：美国的疫情比中国更早,2021-06-25T16:09:00,https://video-nos.yiyouliao.com/icvt-shd-20210626-b804a69742a24f544d80de93cd99885f.mp4,读了一圈又回到美国美国权威机构证明，美国的疫情比中国更早，二零二一年已经过去了一半多，但关于疫情的硕源问题，却似乎还没有个具体的说法。世卫组织的联合调查从中国离开后，也公布了相关的报告，按理来讲应该朝着当前疫情最严重的几个地方推进。但没想到，美国自己的调查兜都转转一圈又重新回到了美国。据中国网报道，美国国力卫生研究院发起了一项针对性的研究，目的是探寻新冠最早的源头。结果通过两万四千多份样本的研究和调查，他们发现。,b52f3aa7-8db7-4cb7-8cf3-ad0a8e2d7aae_zh
77,VT00FURYUCGN43Q,斯柯达电气化产品规划曝光，加强入门级细分市场地位,2021-06-25T16:09:02,https://video-nos.yiyouliao.com/icvt-hd-20210625-bc0494253428f275589993e29b85a954.mp4,近日，斯柯达提出了新的未来转型路线图，其中列出了一系列目标，已确保公司的成功。下一阶段斯科达战略两百零三零计划中提到的主要目标之一是，到二零三零年，这家捷克汽车制造商成为欧洲五个最畅销品牌之一。该战略侧重于三个首要任务，从扩展开始，将推出更多车型，已加强品牌在入门级细分市场的地位。鉴于许多市场对电器化的推动，斯柯达表示其电动汽车产品组合将扩大到另外三款车型该品牌的第一款。,71db1e50-2338-40d3-90a2-21c8092d5547_zh
78,VT00M943THGML4K,颜值不比新款差，实拍老款海外版本田雅阁Sport,2021-06-25T16:09:19,https://video-nos.yiyouliao.com/icvt-hd-20210626-ca4207cc0d53189374d2db0d9a629736.mp4,啊,6b2362b7-91ba-483d-8e78-8cb3e9a7771b_zh
79,VT00M4YXL458V3Z,庆祝品牌诞生一百周年，阿斯顿马丁Vantage Roadster推定制版,2021-06-25T16:11:06,https://video-nos.yiyouliao.com/icvt-hd-20210625-5271e1934f2b97f7dc53942040a171f4.mp4,阿斯顿马丁自一九一三年就已经存在，但您可能不知道的是，由于第一次世界大战的爆发，直到一九二零年代初才真正开始生产。在此之前，该公司制造了五辆原型车，其中第三辆a三成为现存最古老的阿斯顿。那辆车现在已有一百年的历史，自二零零二年捐赠以来，现在归阿斯顿马丁遗产信托基金所有。为了庆祝这一里程碑，长期经销商阿斯顿马丁混与组织通过盖顿的定制部门埃斯特摩尔特的q委托定制的弯推斯特将职建造三。,b26136b7-477c-4d54-8968-ee764b8ffee5_zh
80,VI00FYGT1J6JZTP,巡查遇到大佬玩家，超远距离腰射爆头！,2021-06-25T16:11:19,https://video-nos.yiyouliao.com/icvtd-shd-20210626-7b2d9d61cf294db0c74bd6471556b408.mp4,哈喽大家好，我是你们不靠仙气靠实力的小仙理。今天巡查的这个人啊，可真是大楼级别的，为什么要这么说呢？看看这人的神级操作你们就知道了。现在他是上了飞艇，先是预描了一下泳池区那边，然后开进少上飞行器，好家伙，准心都还没移过气，对面就已经开始掉血了，然后跳下台阶的时候随手对着空气开了两枪，然后对面又掉血了，这时候他要冲过去了。,d749fb8b-2528-44df-a42c-61a3eb8468e9_zh
81,VT00FURXSUVI2KD,雪佛兰新探界者硬核性能升级，造型设计更硬朗,2021-06-25T16:11:26,https://video-nos.yiyouliao.com/icvtd-shd-20210625-ed0335e531b94efcd00179bbc57f1fae.mp4,哈喽大家好，欢迎各位来到快车道服务区，我是孟涵，那今天我身边的这一台是雪佛兰的新探界者，那乍看其实大家会觉得他还是一个很硬汉的一台车，但实际上呢，他也是做了很多柔软的设计，就像他这一次的广告词一样，焕然一心，一触清新，有很多这种小姐姐非常受感动的点，比如说呢，我第一个其实想要和大家分享的就是有关于他的后备箱的，那后备箱的荣记一个他的表现是非常不错的，还有就是其实它的一个开启方式是这一次我觉得很多。,61f2e86a-7040-4c04-b0c2-10de5a54f221_zh
82,VI01B1VWC8XD76H,株洲：多措并举 做好意识形态工作,2021-06-25T16:12:31,https://video-nos.yiyouliao.com/icvt-shd-20210630-1b62053a80e55ab5e3927ff6e968605a.mp4,二十三号市委党校二零二一年意识形态工作进修班座谈会举行，九位进修班学院代表就新形势下围绕两个大局如何做好意识形态工作结合自身实际进行交流发言。市委常委宣传部长聂方红认真听取大家的发言，并向学员们赠书。聂方红讲调意识形态工作是党的一项极端重要的工作，能不能把意识形态工作抓在手上，关系人进向背，关系事业兴衰，关系党的执政地位。做好意识形态工作，要有过硬的基本素质，做到在政治上靠得住，在工作上有本事，在发动上有效果，在方法上有重点。,3acb493a-a5ab-48a5-9ea2-d595ae89e98b_zh
83,VI00FUWFFH0NXCN,难以置信！处置食品安全事件要多久？沈阳只需5个小时,2021-06-25T16:12:32,https://video-nos.yiyouliao.com/icvt-shd-20210625-577dc20ce4a62ac2559c05930943a153.mp4,二零盘年月输日十三时，沈阳省级工业动力学生在上午餐后陆续出现逃米巴地经济呕吐此次战斗不能站立的症状，旧量密基诱儿情况将需局区域的监管局徐为晋体进行了电话报道。当某一个学校的学生在食午餐之后呢，出现了恶心呕吐心入市场等疑似食物中毒的现象，那么面对这样的突发食品安全事故是市场监管局卫建委供安局教育局等相关的部门将如何进行快速地处置。,793c60b7-8a5e-4be3-98f7-7e23f8b06104_zh
84,VI00FUWGEZKOWWO,中国空间站：优质太空网络，为空间站天地通信保驾护航,2021-06-25T16:12:32,https://video-nos.yiyouliao.com/icvt-shd-20210625-db19f6b89f2e50e60a6d86bdaed04df7.mp4,天地通话可以实现高清晰度传输，低延时，靠的就是空间站的话音处理器，它融合了低速的语音边界码和高速的音频边线码，也就是说我只需要更低的通道就能传我们更清晰的话音，语音传输和实验能控制在一秒之内。在满足航天员天地通话的基础上，空间站内外还安装了多台多种摄像机，可实时传送空间站画面共地面工作人员更好地掌握空间站的情况，赶紧摄像机就是主要是看我们舱外的一个各个设备的一个情况，包括我们那个航天员出舱活动都是可以看到的。,a43ab7b9-91c5-4914-a756-7c250140c365_zh
85,VI00M53G59TBNH4,好消息！自6月25号起，新型“复兴号”智能动车组集中上线运行,2021-06-25T16:12:32,https://video-nos.yiyouliao.com/icvt-shd-20210625-493ff6166411995880113eeb7ffea27e.mp4,扩大开行使用的复兴号智能动车组，车体外观分别采用瑞龙智行和龙凤城祥方案，灵感来源于中国传统文化的龙凤图腾以及五龙飞凤等意项。列车编组分为八辆标准b编组和十七辆超长编组，列车订员分别为五百七十八人，一千二百八十五人。二零一九年十二月，具有完全自主知识产权的复兴号智能动车组率先在京张高铁投用。这次进一步优化后，车厢所有座椅均基于人体工程学进行了调整，让旅客乘坐更加舒适，体验更好，同时在二等座椅靠背上增加了一b充电接口。,fd4c1b99-f52f-45a5-ba07-8e383c583eb4_zh
86,VI00M53EXV4UG0N,禅城区昨日迎来大暴雨 环卫工人抢时间清淤排涝,2021-06-25T16:13:32,https://video-nos.yiyouliao.com/icvt-shd-20210625-0601cfd218c7de233742a1cd1b494ad9.mp4,怎样是门克眼泪教领这个大雨天台按照人丁给了更盖发布就干命收过个保雨红预缸把雨来斗机逛完楼灯得车营找水长你都叫小马车汀给这个摔星机就退黑刚给黑卷部门同盖上后该把顶季都后把丁兴奋可以碰过女人还钉车偷卖你可从塞万大都追待了光寓人还要把一定以后卖一小都看过有个银行从什么哈州人丁给荷西成光完了中国偷气身都好楼丁创衣场饮孕妇跟楼盾当到过楼顶这车蚓水上硬展。,3110098a-5834-42c9-8db3-3b47b47b98f4_zh
87,VI00MAJLOXVJ1C7,没脸看！李来群弃炮大战胡荣华，司令眼光毒辣，将计就计一决雌雄,2021-06-25T16:14:06,https://video-nos.yiyouliao.com/icvt-shd-20210626-d189d2c43f6b9e4e27da9a2bee0f2d31.mp4,各位启友答案好，今天为大家介绍的是一九百三年团比赛李来群和红华两位顶级特大的山队区，那这盘棋也可以说是比较经典的，下面咱们进入七局，本区李爱逊特大之间是以右中炮开局，黑方则已进入马赢队，红马锦三黑马八近七，红宾七进一，黑对挺七足红马八近七，黑象三进五，红居一平二，黑居九平八，至此双方是形成了非常经典的中炮七路马对匹肤马户近骑兵的开局。,0aec7f76-1723-4201-b145-1a1f697428ba_zh
88,VC00MXN4Q4H3V18,你喜欢挨打吗？花钱请异性打你就能治病？这治病方式太离谱,2021-06-25T16:15:17,https://video-nos.yiyouliao.com/icvt-shd-20210701-ffbe088a31f762f008b97f38c0ea7b8a.mp4,大家好，我是快乐医生，你喜欢被打吗？最近在某某平台上等医生，看到这样一个视频，大家一起来看一看，喜，又一个这么大的出来了，这那么大一个，这个咱也不知道这个是干嘛用的，他宣称可以治疗一些疾病，这不就是在身上打一打吗？打一打妈这就能治病了，那还不以出钱让别人打你呢，回家让你媳妇揍你一顿你就好了，是不是？不仅仅让你媳妇解气了，你的病还得到了治疗，这不是一举多得吗？但是的话呢，大家注意这个脖子这个地方千万别乱打，非常危险的。,cd99e9bb-eca7-4ff2-a4fc-20a8ef339972_zh
